Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
63,63,Jun 5,,SEA,W2-1,9.0,4,1,1,0,2,7,1,1,4.21,33,140,91,6,0,0,0,30,1,0,0,0,0,0,1,5,John Tumpane,J.Estes (6-76-W) A.Adams (2-H) T.McFarland (3-H) V.Nittoli (99-H) M.Miller (5-Sv)
64,64,Jun 6,,SEA,L0-3,9.0,4,3,3,0,5,12,1,2,4.19,37,152,92,1,0,1,0,29,0,0,0,0,1,0,1,3,Nick Mahrley,J.Sears (5-64-L) D.Jiménez (3) T.McFarland (0)
65,65,Jun 7,,TOR,W2-1,9.0,5,1,1,0,2,6,0,1,4.14,32,135,87,0,0,0,0,29,1,0,0,0,0,0,2,4,Gabe Morales,H.Harris (7-67) A.Adams (1-BSv) S.Alexander (2) M.Miller (1-W)
66,66,Jun 8,,TOR,L0-7,9.0,10,7,7,0,8,3,1,0,4.19,45,162,90,2,2,1,0,36,5,0,0,0,1,0,0,3,Ryan Additon,L.Medina (5-26-L) J.O'Loughlin (6) V.Nittoli (2)
67,67,Jun 9,,TOR,L4-6,10.0,7,6,5,1,3,5,0,1,4.19,39,143,95,0,0,2,1,33,2,0,1,1,1,0,1,4,Brian Knight,M.Spence (4-62) S.Alexander (1-BSv) M.Miller (1) A.Adams (1-L)
68,68,Jun 10,@,SDP,L1-6,8.0,10,6,6,0,5,6,2,1,4.22,39,165,103,3,3,1,0,32,3,0,0,0,1,0,0,4,Lance Barksdale,J.Estes (4-40-L) S.Newcomb (5) M.Otañez (99) T.McFarland (3)
69,69,Jun 11,@,SDP,L3-4,8.0,10,4,4,0,5,3,1,0,4.23,36,132,79,2,0,1,0,31,2,0,1,0,0,0,2,5,Mark Ripperger,J.Sears (4-39) D.Jiménez (4) V.Nittoli (2) A.Adams (1) S.Alexander (1-L)
70,70,Jun 12,@,SDP,L4-5,8.1,6,5,5,0,2,10,4,0,4.24,34,140,88,0,0,0,0,32,0,0,0,0,0,1,0,5,Tom Hanahan,H.Harris (4-55) D.Jiménez (0-H) T.McFarland (1-H) L.Erceg (17-BSv) M.Miller (2-L)
71,71,Jun 13,@,MIN,L2-6,8.0,13,6,6,0,2,3,1,0,4.28,38,149,98,0,0,0,0,36,0,0,0,0,0,0,1,3,Ramon De Jesus,L.Medina (4-37-L) V.Nittoli (1) S.Newcomb (2)
72,72,Jun 14,@,MIN,L5-6,9.0,10,6,4,2,4,5,1,1,4.27,40,135,85,4,1,0,0,35,0,1,1,0,0,1,3,6,Adrian Johnson,M.Spence (4-37) A.Adams (2) D.Jiménez (1-H) L.Erceg (1-H) M.Miller (1-BSv) S.Alexander (2-L)
73,73,Jun 16(1),@,MIN,L2-6,8.0,12,6,6,0,5,3,4,0,4.30,39,142,91,1,0,2,1,34,0,0,0,0,0,0,1,3,Quinn Wolcott,J.Sears (4-26-L) V.Nittoli (2) B.Basso (13)
