Name,Age,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,PB,WP,SB,CS,CSpct,lgCSpct,PO,Pos-Summary,Name-additional
Bryan Shaw,36,5,0,0,4,0,0,0,0,0,,,,0,0,,0,0,,,0,0,,,0,P,shawbr01
Gavin Sheets,28,88,84,61,695.1,376,346,28,2,29,0.995,-9,-15,-7,-12,-1,4.84,2.88,,,,,,,,1B-RF-DH,sheetga01
Braden Shewmake,26,25,21,15,178,64,13,48,3,7,0.953,0,-2,-1,-7,0,3.08,2.26,,,,,,,,SS-3B-2B-DH,shewmbr01
Jared Shuster,25,39,4,0,73.1,11,6,4,1,0,0.909,,,0,0,0,1.23,0.26,,,7,2,0.22,0.22,1,P,shustja01
Michael Soroka,26,25,9,0,79.2,12,3,7,2,0,0.833,,,-1,-3,0,1.13,0.4,,,13,4,0.24,0.22,1,P,sorokmi01
Lenyn Sosa,24,97,91,84,807.1,288,115,167,6,42,0.979,-7,-11,-9,-13,-2,3.14,2.76,,,,,,,,3B-2B-1B-DH,sosale01
Drew Thorpe,23,9,9,0,44.1,14,10,3,1,0,0.929,,,-1,-5,0,2.64,1.44,,,9,0,0.00,0.22,0,P,thorpdr01
Touki Toussaint,28,11,0,0,23,4,1,1,2,0,0.5,,,0,0,0,0.78,0.18,,,2,1,0.33,0.22,1,P,toussto01
Miguel Vargas,24,37,37,35,318,92,28,60,4,9,0.957,-4,-14,-2,-8,1,2.49,2.15,,,,,,,,3B-LF-DH,vargami01
Gus Varland,27,19,0,0,20.1,1,0,0,1,0,0,,,-1,-10,0,0,0,,,5,0,0.00,0.22,0,P,varlagu01
Andrew Vaughn,26,122,121,118,1059.1,896,816,76,4,75,0.996,0,0,-4,-5,-1,7.58,5.99,,,,,,,,1B-DH,vaughan01
Steven Wilson,29,40,0,0,34.2,5,0,5,0,0,1,,,1,6,0,1.3,0.13,,,3,1,0.25,0.22,0,P,wilsost02
Jake Woodford,27,2,2,0,8.1,0,0,0,0,0,,,,0,0,,0,0,,,0,0,,,0,P,woodfja01
Infield Shifts,,,,,,,,,,,,,,10,,,,,,,,,,,,,-9999
Non-Shift Infield Positioning,,,,,,,,,,,,,,0,,,,,,,,,,,,,-9999
Outfield Positioning,,,,,,,,,,,,,,-6,,,,,,,,,,,,,-9999
Team Totals,28.1,162,1458,1145,12780,5626,4260,1276,90,115,0.984,-81,-8,-87,,,3.9,2.6,11,62,139,37,0.21,0.22,17,,-9999
Rank in 15 AL teams,,,,,,,,,10,,10,,,,,,,,,,,,,,,,-9999
