Name,Age,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,PB,WP,SB,CS,CSpct,lgCSpct,PO,Pos-Summary,Name-additional
Will Smith,34,45,0,0,41.1,10,0,7,3,0,0.7,,,1,5,0,1.52,0.16,,,4,1,0.2,0.22,0,P,smithwi04
Chris Stratton,33,57,0,0,58.1,12,2,10,0,1,1,,,3,10,0,1.85,0.21,,,3,1,0.25,0.22,1,P,stratch01
Nelson Velázquez,25,20,17,9,140,33,32,0,1,0,0.97,-3,-27,-1,-9,0,2.06,0.52,,,,,,,,RF-LF-DH,velazne01
Anthony Veneziano,26,2,0,0,2,0,0,0,0,0,,,,0,0,,0,0,,,0,0,,,0,P,venezan01
Michael Wacha,32,29,29,0,166.2,29,9,20,0,3,1,,,5,6,0,1.57,1,,,4,2,0.33,0.22,0,P,wachami01
Drew Waters,25,6,5,3,45,11,9,1,1,0,0.909,0,-2,0,0,0,2,1.43,,,,,,,,RF-LF,waterdr01
Bobby Witt Jr.,24,160,160,149,1393.2,583,207,361,15,78,0.974,-1,-1,2,2,4,3.67,3.53,,,,,,,,SS-DH,wittbo02
Angel Zerpa,24,60,0,0,53.2,13,3,8,2,0,0.846,,,1,4,0,1.84,0.18,,,1,1,0.5,0.22,0,P,zerpaan01
Infield Shifts,,,,,,,,,,,,,,8,,,,,,,,,,,,,-9999
Non-Shift Infield Positioning,,,,,,,,,,,,,,-6,,,,,,,,,,,,,-9999
Outfield Positioning,,,,,,,,,,,,,,-3,,,,,,,,,,,,,-9999
Team Totals,28.3,162,1458,1052,12852,5792,4284,1423,85,125,0.985,12,1,47,,,4,2.57,7,40,58,28,0.33,0.22,10,,-9999
Rank in 15 AL teams,,,,,,,,,8,,6,,,,,,,,,,,,,,,,-9999
