Name,Age,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,PB,WP,SB,CS,CSpct,lgCSpct,PO,Pos-Summary,Name-additional
Riley Pint,26,4,0,0,3.1,0,0,0,0,0,,,,0,0,,0,0,,,1,0,0.00,0.20,0,P,pintri01
Cal Quantrill,29,29,29,0,148.1,21,8,13,0,1,1,,,1,1,0,1.27,0.72,,,14,9,0.39,0.20,3,P,quantca01
Brendan Rodgers,27,132,124,121,1093,531,181,342,8,89,0.985,-2,-2,-4,-4,0,4.31,3.82,,,,,,,,2B-DH,rodgebr02
Josh Rogers,29,6,0,0,11,0,0,0,0,0,,,,0,0,,0,0,,,0,0,,,0,P,rogerjo01
Drew Romo,22,15,13,13,115,104,93,10,1,1,0.99,1,8,2,21,1,8.06,6.44,2,2,16,5,0.24,0.20,1,C-DH,romodr01
Aaron Schunk,26,33,28,23,249,109,39,69,1,15,0.991,3,14,3,14,0,3.9,3.18,,,,,,,,2B-3B-SS-DH,schunaa01
Antonio Senzatela,29,3,3,0,12.1,3,2,1,0,1,1,,,0,0,0,2.19,1,,,2,1,0.33,0.20,0,P,senzaan01
Chasen Shreve,33,1,0,0,1,0,0,0,0,0,,,,0,0,,0,0,,,0,0,,,0,P,shrevch01
Jacob Stallings,34,76,66,58,603.2,537,506,24,7,1,0.987,0,0,-6,-12,1,7.9,6.79,1,18,61,16,0.21,0.20,1,C-DH,stallja01
Michael Toglia,25,116,113,104,997.1,948,870,70,8,96,0.992,-6,-7,11,13,2,8.48,7.64,,,,,,,,1B-RF-LF,toglimi01
Ezequiel Tovar,22,157,156,156,1375.2,676,233,435,8,113,0.988,18,15,10,9,-1,4.37,4.25,,,,,,,,SS,tovarez01
Alan Trejo,28,24,19,12,170.2,74,24,49,1,11,0.986,-1,-7,0,0,0,3.85,2.81,,,,,,,,2B-3B-SS-DH,trejoal01
Victor Vodnik,24,64,0,0,73.2,14,9,5,0,0,1,,,-2,-5,0,1.71,0.22,,,3,0,0.00,0.20,0,P,vodnivi01
Infield Shifts,,,,,,,,,,,,,,11,,,,,,,,,,,,,-9999
Non-Shift Infield Positioning,,,,,,,,,,,,,,11,,,,,,,,,,,,,-9999
Outfield Positioning,,,,,,,,,,,,,,-8,,,,,,,,,,,,,-9999
Team Totals,27.4,162,1458,1154,12840,5926,4280,1564,82,164,0.986,-7,-1,20,,,4.1,2.81,6,59,141,40,0.22,0.20,16,,-9999
Rank in 15 NL teams,,,,,,,,,6,,6,,,,,,,,,,,,,,,,-9999
