Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,number,Thr,Opp-Starter-GmeSc
152,152,Sep 18,,LAD,L4-8,37,32,4,8,2,0,0,4,3,0,7,0,0,2,1,1,3,0,.241,.297,.372,.669,6,10,R,L.Knack(68)
153,153,Sep 19,,LAD,L4-20,39,36,4,9,1,0,3,4,3,0,10,0,0,0,0,0,1,0,.242,.297,.373,.670,8,14,R,J.Flaherty(53)
154,154,Sep 20,,ATL,W4-3,35,29,4,8,2,0,0,3,5,1,8,0,0,1,0,2,1,0,.242,.297,.373,.671,7,11,R,C.Morton(41)
155,155,Sep 21,,ATL,L2-6,35,33,2,6,0,1,0,1,2,0,10,0,0,0,0,0,0,0,.241,.297,.372,.669,6,11,L,M.Fried(61)
156,156,Sep 22,,ATL,L4-5,38,37,4,9,1,0,4,4,1,0,13,0,0,0,0,0,0,0,.241,.297,.374,.671,7,12,R,G.Holmes(52)
157,157,Sep 24,@,MIN,W4-1,41,34,4,10,2,0,1,4,6,0,9,1,0,0,0,1,0,2,.242,.298,.374,.672,10,10,R,B.Ober(40)
158,158,Sep 25,@,MIN,L3-8,39,38,3,11,2,0,1,3,1,0,16,0,0,0,0,0,0,0,.242,.298,.375,.672,9,9,R,S.Woods Richardson(30)
159,159,Sep 26,@,MIN,W8-6,58,51,8,13,4,0,0,7,6,1,20,0,0,1,0,0,3,1,.242,.298,.374,.672,15,14,R,D.Festa(39)
160,160,Sep 27,@,TOR,W15-5,48,40,15,17,2,3,3,14,7,0,8,0,1,0,0,1,0,0,.243,.300,.378,.677,6,11,R,J.Berríos(24)
161,161,Sep 28,@,TOR,W8-1,39,37,8,11,3,0,1,8,2,0,8,0,0,0,0,0,1,0,.244,.300,.378,.678,4,9,R,Y.Rodríguez(50)
162,162,Sep 29,@,TOR,W3-1,36,35,3,9,1,0,0,3,1,0,8,0,0,0,0,0,0,1,.244,.300,.378,.678,6,9,R,R.Burr(40)
