Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
24,24,Apr 23,@,CLE,L1-4,8.0,7,4,4,0,6,6,1,0,2.60,36,129,83,2,1,1,0,29,2,0,1,0,1,0,1,3,Adam Beck,T.Houck (5-55-L) B.Bernardino (4) C.Booser (1)
25,25,Apr 24,@,CLE,W8-0,9.0,4,0,0,0,0,7,0,1,2.49,31,130,89,0,0,1,0,30,1,0,0,0,0,0,1,3,Dan Iassogna,C.Criswell (5-64-W) J.Rodríguez (3) Z.Kelly (99)
26,26,Apr 25,@,CLE,L4-6,8.0,8,6,5,1,6,2,2,1,2.60,35,134,81,0,0,4,1,28,1,0,1,0,0,0,1,6,Scott Barry,C.Anderson (3-26-L) B.Bernardino (1) C.Booser (1) G.Weissert (3) C.Martin (4) K.Jansen (4)
27,27,Apr 26,,CHC,L1-7,9.0,14,7,6,1,1,6,0,0,2.73,42,141,105,0,0,1,0,39,3,0,0,1,1,1,0,3,Chris Segal,K.Crawford (5-42-L) J.Rodríguez (1) Z.Kelly (1)
28,28,Apr 27,,CHC,W17-0,9.0,5,0,0,0,2,7,0,1,2.63,35,141,90,0,0,0,0,32,1,0,0,0,0,0,0,5,David Rackley,J.Winckowski (5-54) B.Bernardino (1) J.Slaten (5-W) C.Booser (1) P.Reyes (99)
29,29,Apr 28,,CHC,W5-4,9.0,7,4,4,0,0,12,1,1,2.68,35,128,95,2,0,0,0,34,0,0,0,0,0,0,0,3,Larry Vanover,T.Houck (4-71) C.Martin (2-BSv) K.Jansen (2-W)
30,30,Apr 30,,SFG,W4-0,9.0,4,0,0,0,1,10,0,1,2.59,32,150,95,1,0,1,0,30,0,0,0,0,0,1,2,5,Jeremie Rehak,C.Criswell (5-66-W) B.Bernardino (2) G.Weissert (4) Z.Kelly (3) J.Slaten (2)
31,31,May 1,,SFG,W6-2,9.0,5,2,2,0,2,8,1,0,2.57,33,115,75,0,0,0,0,31,1,0,0,0,0,0,1,3,Clint Vondrak,K.Crawford (4-65-W) C.Martin (2) G.Weissert (0)
32,32,May 2,,SFG,L1-3,9.0,6,3,3,0,2,2,1,0,2.58,34,116,77,2,1,0,0,31,0,0,0,0,1,0,1,5,Mark Wegner,J.Winckowski (4-53) B.Bernardino (1) Z.Kelly (1-L) C.Booser (4) N.Uwasawa (99)
33,33,May 3,@,MIN,L2-5,8.0,8,5,4,1,4,7,0,0,2.63,36,142,87,2,2,1,0,32,2,0,0,0,0,0,1,2,Emil Jimenez,T.Houck (4-49-L) N.Uwasawa (0)
34,34,May 4,@,MIN,L1-3,8.0,8,3,2,1,1,8,1,1,2.62,34,127,81,1,0,2,0,31,1,0,0,0,1,0,0,5,Lance Barksdale,B.Bernardino (1-50) G.Weissert (2) C.Booser (1-L) J.Slaten (3) C.Anderson (8)
